PictureID,Valence,Arousal,Moved,Connect,Reflect,Aware,Inspired,Awe,Interest,Hope,Sad,Fear,Anger,n,Group
606,5.387281744,5.187000902,4.982474345,5.031679531,5.339167703,5.130656569,3.841325094,3.760204356,5.888397187,4.542710045,2.924683414,2.645665162,2.747196512,19,All
607,5.95294343,5.108131364,4.674147632,4.424542539,4.822692356,4.435265667,3.757285293,4.00545131,5.374040184,3.414435523,3.120690902,2.617154615,1.80002126,19,All
608,2.905966476,6.567974641,4.425361803,5.348663282,6.067764824,6.291359469,2.911832805,4.07991935,5.492660312,2.473332052,5.097106754,4.65248726,6.318014623,22,All
609,2.878285472,5.928239463,5.316546885,6.075183715,6.596601801,6.326517949,3.585688873,4.390884714,5.185222987,2.526818768,5.554876243,5.369196734,6.01498913,21,All
610,5.841456112,4.971925696,4.691925536,4.629799308,5.435871999,4.823774189,3.719547443,4.344329476,5.426823557,3.851264829,3.271715098,3.219748685,2.899746674,21,All
611,4.44959453,5.910575362,5.303301481,5.758603281,6.85296425,6.868813878,3.947283982,4.758290146,5.768900516,2.961847927,5.21122095,4.48939312,5.645255084,25,All
612,2.192649577,5.927339639,5.260298179,5.319160985,5.748796709,6.12896227,2.916253549,4.408285395,4.91047553,2.156741463,6.365931997,6.017094091,6.169104138,18,All
613,3.308748721,4.858579413,4.613353412,5.898144005,6.63694435,6.520382841,2.51779058,4.63312015,5.737579743,2.484748734,5.356487156,5.179306008,5.582778537,24,All
614,2.678176003,5.961539246,5.895207441,5.973259071,7.026923715,7.281389817,3.819704259,4.685569183,5.879833695,2.747796689,5.850129964,5.740973232,5.916311284,23,All
615,3.450146854,5.501633086,6.172690784,5.732577778,5.547406064,5.891754235,3.936695474,4.398976671,5.126764565,3.429232023,6.213834455,4.782672413,5.990201013,13,All
616,4.928679381,4.929081638,3.105541689,3.993058629,5.000977922,5.217123761,3.371283067,3.650389266,4.890574733,3.750344224,2.149932476,3.606053444,2.544846218,18,All
617,4.681581611,5.869313328,5.221140662,5.706442598,6.514659167,6.472775928,4.18630851,4.604583015,5.901650667,3.000808031,5.537834817,4.844429254,5.435700531,19,All
618,6.996123671,6.236278067,5.400229934,5.846115986,6.459406413,6.190917286,5.739692638,4.911168191,6.149132788,6.339363723,1.82115278,2.107532478,2.134380532,21,All
619,3.73044099,5.887563061,4.963437055,5.206690525,6.019274353,6.207749068,3.789747771,4.213432274,5.240615483,2.606892795,5.543984235,4.663616169,5.854941865,16,All
620,4.271798177,5.165819919,4.252725948,4.498553286,5.470858227,5.087299633,4.122293749,4.322196638,5.290979452,3.39343469,3.323118486,3.368281949,3.032719203,18,All
621,6.547504634,3.937366924,5.198745535,5.63628711,5.165030093,4.906439674,5.036377286,3.899651431,5.02515521,5.42485592,2.037221836,1.654590443,1.604814827,21,All
622,7.267434146,4.524073146,5.972495482,5.933066951,6.305816324,6.118388205,4.935256372,4.279108875,5.93652994,6.53929031,2.179613505,1.733604857,1.765297072,17,All
623,5.184778772,5.460445836,3.266681307,3.863138172,4.618903851,4.699345481,3.7028087,4.246824264,5.093436612,3.584303027,1.969560678,2.468746956,1.738515233,15,All
624,6.935107621,5.311485575,5.634268382,5.824254797,6.004350271,5.774488492,5.52931682,4.633192436,6.302010235,5.642695868,2.948586227,2.611305671,2.165981224,15,All
625,6.808053756,4.263642347,4.809077913,4.701836622,4.726001054,4.366038412,4.786064163,4.091748376,4.778482612,5.043657567,1.710569748,2.042424665,1.56532898,21,All
626,8.184602021,4.94553684,5.867940644,6.553974289,6.644542749,6.796041629,6.412066635,4.991555625,6.651017774,6.477961065,2.552174689,2.215663155,1.765557191,17,All
627,4.859403994,5.603700696,4.233150746,5.374386358,6.601440562,7.068701534,3.567755358,4.056215498,5.537476161,3.199861629,3.923861633,3.508054672,4.314103192,19,All
628,6.40216917,4.687801414,3.858283801,4.631668478,4.491601016,4.639436761,4.578400158,4.633794513,5.53093589,5.082755195,1.824133021,1.987375253,1.943534415,19,All
631,7.043386969,6.285049452,5.218605115,5.2152079,5.024728702,5.289602579,5.423311615,4.603742904,5.188626079,5.186974061,1.694269733,1.99391472,1.651070698,16,All
633,6.545197347,5.011465662,4.238554064,5.087511146,5.08501259,5.141403818,4.660957288,3.952040827,5.779198751,5.229361735,1.709762636,1.473408377,1.458353977,17,All
636,6.895758241,4.749227639,4.265416223,4.657268522,5.447430566,4.932656427,4.831862044,4.225142168,5.411973089,4.060291787,2.14801299,2.529569118,1.970189506,19,All
637,2.918549576,6.245951422,5.872143832,5.215406328,6.176666006,6.218016713,3.791150901,4.692546142,5.485027424,2.686602277,5.829545838,5.704113299,5.117313802,21,All
638,6.954513557,5.160963276,4.964232468,5.141392955,5.787202081,5.291757961,5.491581167,4.821303959,5.917108818,5.323636073,1.764954243,1.797497638,1.384987956,21,All
639,6.997088492,4.794707807,5.777404318,5.979817486,6.297891782,5.558877788,6.138207534,5.371968793,6.027673019,5.843663155,2.257789937,2.431298078,2.230799168,21,All
640,5.498941474,4.219947715,3.612690977,3.990817596,4.636597654,3.935874223,4.08570278,4.002485074,4.771226813,4.069849059,1.899104832,1.918528482,2.075532713,21,All
641,4.450686574,4.691548982,3.848588216,3.636045926,4.407488301,4.018504123,3.348612317,4.204584035,5.097367592,3.074235485,3.035700933,3.070492512,2.649350991,16,All
642,4.816894339,5.273083456,4.127057209,4.570587654,4.792248977,4.659415587,3.779704425,3.653828093,4.915692747,3.910879719,3.196539423,3.523542374,2.866347322,21,All
643,5.30475394,5.281914757,4.331536911,4.168273261,5.176156372,4.869947757,3.763162123,3.778575475,4.979124642,3.592323834,2.57676141,3.224133933,1.59267087,14,All
644,7.312098286,4.960654653,5.500704834,5.944850566,6.043525559,5.902399349,5.783451487,5.069856091,5.976694102,6.798984821,2.381494983,2.676360466,2.240727463,21,All
645,7.250816483,4.985925061,6.390350513,6.223877434,6.154303476,5.386690631,5.414958457,4.552004127,5.845959343,6.833775791,1.793501271,1.949445328,2.044304695,19,All
646,5.354133459,5.845982167,5.47884098,5.370384775,6.092802595,6.038775249,3.990289224,4.239049149,5.711801342,4.101849128,4.147968378,4.300344313,4.159810517,20,All
647,6.214156417,3.906172109,4.452780836,5.428327072,5.333052089,4.986913668,5.37102472,4.182332824,5.136829182,5.801464418,1.692991785,2.058871549,1.558156746,22,All
648,6.576574927,4.294848789,5.149098177,5.270995725,5.555511631,5.178172435,4.673975975,3.712345345,5.718567647,4.986168201,1.708747943,1.380607948,1.476986747,19,All
649,7.398222868,4.887794545,6.223173283,6.566588429,7.010474768,6.822326607,6.649071635,4.459607557,5.761271475,6.79452556,3.216865008,3.01787376,2.736047409,18,All
651,6.212579796,4.528186709,4.682933726,4.741749126,5.439149079,4.949544586,4.492802926,4.508923069,5.710496889,4.716475684,2.276127974,2.46489225,2.527313516,23,All
652,5.034457375,5.409849525,3.661638627,4.146749645,5.015354083,4.710935256,3.450254358,3.776527662,5.183717097,2.952205209,3.196101482,3.956251212,2.906777007,18,All
653,6.454686894,4.811348519,5.965335864,5.554818051,6.030618684,5.966443294,5.426348583,4.726352994,5.992431878,5.723580031,1.9453581,2.092092248,1.522205167,24,All
654,5.800327436,4.754633323,4.482780624,4.425074043,5.20982803,5.133316885,3.79613002,3.757652179,5.203611101,4.237022949,2.520823795,2.534202296,2.204197346,18,All
655,6.937613744,4.726875368,5.040176788,5.796982082,5.748098697,5.638676254,5.483457971,4.931764248,5.543002831,5.707560901,2.540138877,1.814595477,1.638706305,20,All
656,5.657521591,5.594894432,4.3207893,4.403532538,4.590921488,4.40052462,4.076368719,3.947403373,5.285463881,4.214834104,2.292766792,2.641174678,1.893118203,16,All
657,4.136032654,4.973158887,4.897809967,4.628015734,5.607600638,4.890251603,2.916666066,3.959804033,5.459675327,2.80137462,3.748828805,4.074084325,2.632635728,21,All
658,5.743881444,5.21844571,3.59217418,4.311372615,5.346448126,5.015008714,3.698045607,3.9770543,5.147991659,3.8789658,2.223095761,2.683934332,2.191985364,17,All
659,5.483047993,5.902097784,4.345044522,4.898580218,5.314197133,5.061184953,4.201643359,4.835304438,5.37345574,3.94995226,2.30530526,3.252217296,3.089711579,23,All
660,5.203360461,4.405983307,3.812320614,3.866144249,4.497024472,4.702610192,3.452190153,4.24765523,5.136664114,3.403039628,3.33960561,3.304980473,2.620412471,24,All
661,4.392945675,4.964461516,3.48612421,4.228692239,5.260314917,4.99555563,3.246791944,4.018712594,5.448157759,3.15876569,3.529865534,3.457437586,2.496229452,20,All
662,4.160580418,5.490621889,3.933216891,4.342208296,5.348365269,4.349529783,3.552764227,4.136492712,5.303533289,3.426451063,2.640502914,3.509679962,2.802316016,14,All
663,6.694247301,5.868562132,5.6461119,6.027887261,6.039681907,6.109686854,5.441240476,4.579253468,5.452621028,5.987535831,2.900460636,2.445838837,3.120047283,17,All
664,5.505900788,5.850171209,4.367488426,4.756866162,5.050828772,5.291965214,4.203704887,4.071605605,5.0181506,4.580972611,2.655694341,2.304059371,2.580101982,23,All
665,6.882963537,5.483026014,5.148747445,5.575675297,5.993939995,6.047689444,4.665761989,5.149896318,5.698610541,4.633681161,3.098502915,3.109527796,3.452466498,21,All
666,4.259619872,4.848894063,5.114321523,4.918149989,5.893943376,5.363951562,3.961490049,5.022688902,6.02843804,3.039295611,3.338721309,3.125020864,2.61454263,18,All
667,4.683317794,5.912188135,5.313069343,5.185185056,6.16326339,6.175494352,4.798833472,4.912852794,5.616894912,3.647444776,4.106734938,4.316310916,3.562427851,20,All
668,3.251262706,6.127808916,6.305042017,5.714500908,5.885418134,6.290459024,4.100536002,5.117269949,5.657032687,4.276122808,5.75025189,6.251804431,5.537047224,19,All
669,4.696640201,4.975404157,5.229566153,5.185866094,5.91588336,6.281274585,4.557390655,4.229542879,6.053471761,4.051459772,2.813213614,3.059182974,3.137039523,27,All
670,6.319596265,5.109500251,5.404182121,6.004008119,6.486403118,6.483112961,5.830520371,4.853182292,6.236137587,5.798481439,2.78884697,2.818507983,2.443147512,20,All
671,4.015428431,5.269505968,4.717761018,4.179733977,5.537700629,5.287119554,2.338275491,4.141531642,4.772356706,2.964844518,3.860600989,3.643558914,3.864654714,15,All
672,5.956835827,4.794790684,3.376498405,3.696602256,4.065717689,3.981287553,3.853801443,3.392157796,4.567136415,4.5338726,1.571791335,1.696796037,1.434813441,18,All
673,3.946314282,5.125390241,4.604432966,4.768240535,5.359864545,5.350070581,3.546685661,4.028496947,5.234753635,3.182758975,4.33100932,4.261235182,3.481898339,20,All
674,4.958647683,4.918824983,5.780429478,5.675204984,6.317509159,6.331792286,3.608874131,4.091845556,5.582781872,3.514517246,3.743219497,3.649645013,3.469377372,22,All
675,4.553160508,4.696757713,4.542903856,4.686229695,5.412536534,5.435499956,3.503470753,4.065647128,5.505829229,2.904720438,3.34083928,3.619887913,3.389321132,25,All
676,6.19488596,4.967756524,5.027350618,5.699881587,6.279368213,6.159630649,5.4340757,4.359653878,5.778753659,5.053653796,2.385180321,1.961122367,2.372108385,24,All
677,4.436762614,4.29149342,3.790823271,4.53730388,4.070023106,3.839353193,3.072849618,4.074897512,4.102428842,2.985492265,4.1839444,3.968589262,3.212299636,15,All
678,6.805724618,5.433667646,4.63995154,4.523947563,5.143640479,4.978168938,4.766830806,4.276949617,5.206489328,4.957918469,2.434291436,1.881755036,1.829405779,21,All
679,4.590902695,4.920075976,5.20924991,4.828542696,5.447987815,5.502035211,3.777945991,4.135488609,5.363795631,4.094179849,4.702985267,4.471996425,2.367559063,24,All
680,6.46045414,4.543774187,5.586957124,6.009281099,5.802349642,6.069600384,5.90680068,4.36849253,5.857872343,6.225835757,2.099181634,2.078483785,1.742217521,17,All
681,7.18272472,4.861594267,5.283840242,4.952610833,5.822677678,5.426635328,5.173312194,3.784379906,5.562035835,5.81223097,2.251336462,1.499174709,1.331635846,30,All
682,3.749346105,5.903120639,5.324815121,4.751435962,5.727135177,6.205177249,3.36918164,4.125971747,5.079115491,3.179176256,4.857550325,4.293987204,4.703477025,21,All
683,6.037429246,4.824657194,5.385438429,5.459920732,6.028192413,5.342221354,4.820119393,4.385921429,5.877354683,4.995208129,3.484602088,3.353891013,2.429915076,19,All
684,4.360486529,5.029905929,5.635711043,5.881577707,6.220362072,6.372226681,4.607679521,4.740895315,5.879960678,4.234314374,4.21043457,3.851619228,3.771058373,18,All
685,5.319377105,4.62807513,5.896465157,5.994032366,5.982116767,5.791934398,4.269126115,4.599961975,5.674129943,4.092549852,4.061970525,3.867978996,2.932294879,18,All
686,7.468999349,5.383207094,6.521614595,5.293027129,6.025369507,5.36328653,5.363896364,3.963124353,5.875934983,6.369201993,2.018490913,2.399406524,1.888720395,19,All
687,6.718536162,4.598255089,4.40756722,4.574709602,4.34113206,3.764070681,4.174656958,3.665819582,4.937290639,4.834835216,1.748598783,1.733919368,1.370226573,17,All
688,6.242249794,4.840768066,2.74143106,3.652607209,4.164959775,3.899479868,3.871474864,4.45935268,5.003388444,3.648432678,1.754075109,2.123827424,1.655487313,23,All
689,6.179014428,5.096169199,3.674399261,4.164334898,4.817236109,4.323542182,4.174955044,4.630495784,5.359901881,3.863130555,1.514594307,2.03373272,1.410778463,19,All
690,5.792460656,4.91483534,2.850849353,3.491906303,3.987540796,3.571250837,3.835739456,4.269863382,5.04764572,3.24509613,1.835432105,1.847519106,1.864656394,26,All
691,7.014006266,5.729544152,4.492432472,5.634223329,4.639615557,4.283506408,4.966819399,4.926562082,5.852631703,4.988994423,1.852361055,1.398434294,1.193885772,20,All
692,4.138364747,5.22599385,3.762895716,4.928944235,5.105132939,4.813767861,3.727300792,4.473990993,4.944489678,3.060236789,3.13293987,3.426814223,3.609271841,15,All
693,4.266367482,6.168958208,6.076646348,6.049491042,6.963374852,7.00123909,4.314817837,4.773498831,6.453696371,3.72169763,5.307251888,5.667907491,5.262045273,26,All
694,3.578053901,4.836755106,6.098457132,5.868844039,6.039765695,6.077919097,3.497779917,4.38926845,5.431039509,2.884477304,6.127767427,4.81992968,3.956645784,30,All
695,4.666086203,5.085851673,6.036449541,5.533065701,6.459398409,6.333068142,4.489029666,4.361706093,5.838778036,4.514214789,4.502769412,4.273241422,4.230319116,29,All
696,3.312617377,6.013532331,5.865780337,5.911771289,6.312544449,6.526174842,3.931119804,5.112484543,5.511087249,3.659034311,5.660997597,4.80229098,4.886575926,26,All
697,2.241486798,7.060877965,6.345133174,6.388642924,6.982498155,7.074663795,2.539108661,4.548767434,5.550045875,2.665026351,6.557814147,6.08724369,7.477755936,40,All
698,5.935840812,6.590838752,7.059439617,6.546777004,7.634444648,7.694713081,5.601999148,5.205209793,6.695474684,6.12620297,3.766494049,4.10384502,3.56504999,26,All
699,4.0038304,5.650516963,4.77995704,4.672880346,5.849880085,5.577367135,4.107128531,4.50278026,5.145931997,3.995389866,3.976516868,3.025276394,3.839153751,24,All
700,5.587248117,5.578809457,5.391671836,5.581967378,5.938462532,6.162157976,4.97322082,5.015564124,5.680526213,5.163625847,2.916147694,3.237621981,2.810696826,31,All
701,2.404505005,6.328362054,5.384485135,5.837542501,6.793661056,6.562886735,2.410472157,5.254537744,5.440124248,2.129583048,6.595820403,6.428994966,6.991934825,24,All
702,4.557825415,5.505686458,4.487180998,4.465057389,5.849684903,5.43159918,3.67300845,4.648580002,5.279145056,3.553097069,4.088606033,4.179403256,3.76946996,25,All
703,4.99145036,6.188349911,4.598968593,5.117918195,5.803227957,5.657193028,4.062288437,4.539226589,5.793064379,2.986456148,3.953507741,4.494821817,3.966758142,26,All
704,3.480398776,6.490916778,5.809064408,5.845662222,6.606923522,6.836649856,3.677061695,4.802387831,5.950659636,3.130047047,6.231391137,5.759675442,6.220095898,30,All
705,5.460571164,6.201068487,6.387041101,5.892065683,6.888846765,6.774307635,4.355575721,4.39117871,5.879745587,3.749748341,5.057266103,3.961361092,4.812439682,33,All
706,5.599510556,6.048540342,5.712985881,5.059861694,6.335419705,6.099883849,4.984185234,5.208037078,6.126634219,4.319567161,3.277737189,3.424758029,3.661486507,27,All
707,4.650913903,5.671035163,5.974682125,5.616269155,6.337254292,6.267589462,5.078850617,4.63180791,5.571464152,4.545021092,3.698777673,3.835113129,3.368403751,27,All
708,5.056349077,5.383154878,5.884890823,5.776830658,6.652366305,5.832958867,4.302833831,4.362439562,6.08747,4.29487376,4.409134799,4.246965726,4.454463485,26,All
709,5.896019734,5.341416536,6.633324673,6.060384396,6.25081227,6.199594039,4.689927546,4.65108912,6.21296516,5.804392133,3.54769123,2.243781944,2.181327845,25,All
710,6.594425822,5.669596084,4.779701149,5.446327401,5.747216156,5.555910491,5.577866587,5.248620084,5.773891619,5.35327181,1.977816241,2.740878601,2.351165296,27,All
711,6.092410421,5.734345259,5.476285985,5.18652948,5.712455959,4.884140575,5.314071798,5.097942955,6.365423856,5.409464586,2.781281734,2.225630268,2.173163371,25,All
712,6.887755738,5.566823802,4.932337731,5.096264659,4.828551643,5.156948229,4.705338173,5.044811014,5.646999255,5.106562924,1.716241317,2.093137762,2.091739941,25,All
713,4.289412474,6.231794834,3.476970901,4.374786471,4.494756719,4.60765236,3.836802147,4.84308548,5.401561718,2.892593854,3.13310137,4.058103762,3.049759431,33,All
714,7.849080219,5.856406427,5.595559247,5.605948756,5.514090116,5.742383168,6.044838937,5.113163184,5.866626979,6.373593804,1.848517101,1.75738093,1.840365915,23,All
715,6.796161157,4.488783427,5.361607933,5.3911749,5.534416315,5.253232037,5.46709744,4.740999538,5.53857103,5.668779489,2.476264565,1.963591259,2.134774727,27,All
716,7.492793856,4.967022247,6.054627303,6.213136039,6.444864505,6.316776721,6.291007268,4.631991166,6.168908803,6.654732056,1.572259087,1.92787727,1.903528632,25,All
717,7.535564994,5.552439903,6.323034436,6.336423854,6.867201377,6.766308519,6.1579363,4.817326038,6.318206354,6.87970298,1.576866342,1.716217177,1.520356024,36,All
718,6.730310364,4.590268171,5.146483791,5.07276797,5.83838906,5.680285428,5.000447036,4.640327456,5.828489396,5.467624783,1.947948622,1.70485221,1.630960904,24,All
719,7.950795154,5.556443801,5.953419015,6.482717547,6.159733012,5.994030575,6.48178724,4.712259232,5.919848428,7.255210164,1.801095464,1.896208381,1.731413599,24,All
720,7.097594543,5.445313451,5.925560589,5.941781195,6.009653871,5.864321985,5.127865105,4.945394662,6.074669824,6.135545576,2.218718082,1.651966227,1.331813358,30,All
721,6.626392019,5.050458888,5.241243941,5.084988572,5.228363663,5.369634582,5.58725604,4.967699775,5.518709092,5.727160466,2.36973137,2.7433139,2.029004408,27,All
722,4.297238207,5.258556787,4.190946244,4.431965285,5.125731203,5.320571995,2.605347658,4.341403308,4.822240577,2.952222114,3.628598093,3.877584457,3.545275535,29,All
723,6.02184122,5.279478181,6.097227978,5.648986382,6.421801637,6.084971983,5.368175459,5.115552692,6.400571534,5.366060458,2.873419299,2.549257358,2.566065157,26,All
724,5.526487167,5.600331295,4.54252235,5.654479147,5.726909302,5.485211097,4.009146692,4.19576281,5.39337906,4.250253217,3.180318734,3.597653835,2.754860935,24,All
725,6.526047265,3.517219523,5.509228904,5.620797127,5.826596947,5.597419695,5.26443332,4.493243163,5.691805503,5.020643277,2.762018168,2.769016477,2.079544568,27,All
726,5.405915876,4.58598986,4.116848098,4.402597417,4.772153259,4.606599305,3.853817185,4.340492404,5.394801879,3.729509885,2.362465311,2.986972189,2.145890358,25,All
727,5.083448467,5.117406216,4.996958218,4.60563676,5.949134686,5.813426668,3.398833669,4.263339369,5.990631509,3.364859549,3.643360256,3.217989131,3.210428369,25,All
728,6.378730437,4.233339479,5.418687957,5.470528372,5.375347165,5.064779665,5.060434915,4.1802016,5.678314855,4.94437631,2.347949178,2.083778109,2.108887333,26,All
729,6.756371998,4.989880788,4.928070997,4.995780373,5.597110989,5.017068025,4.614398117,4.544802621,5.33177023,5.068886751,1.826085894,2.079486477,1.581695953,26,All
730,5.91974578,5.149022758,4.919962791,4.677298849,5.693695226,5.458274904,4.51345056,4.403338049,5.47983598,4.117576075,3.103810328,3.450096735,3.363368437,25,All
731,5.963991812,6.107260074,3.993415598,4.126542032,4.850279714,4.314494301,4.48518048,5.413567828,5.514460528,3.606613139,2.687181149,3.42476172,2.441677556,27,All
732,5.551034389,5.384650526,3.513595524,3.893848713,4.375145914,4.345978969,3.593546455,4.647506383,5.027920805,3.080248735,2.614313901,3.857622899,2.955000389,25,All
733,6.049666745,5.625755269,5.757160894,5.071875973,5.597382458,5.149600121,4.348275895,4.897614794,5.946648277,4.352954938,3.019185862,2.817624354,2.343914285,24,All
734,5.285519022,5.024607228,4.218091008,4.895851477,5.630811938,5.757104159,4.307024969,4.724134114,5.802849132,4.103734099,2.74669909,3.685697829,2.999885928,27,All
735,5.584297062,5.183295787,5.75566503,5.487148033,5.890693462,5.861781534,4.537282202,4.466451836,5.714599161,4.687184598,2.933192982,3.026922528,2.502437933,30,All
736,5.559543983,4.739918587,4.342378093,4.441920393,4.737811297,4.453508243,4.296410199,4.394181403,5.36786443,4.482125541,2.570575415,2.558067591,1.885788118,23,All
737,4.845939567,4.94155642,4.893551786,4.98342516,5.957298309,5.427014451,4.046846014,4.48091456,5.681694624,3.625434002,4.459077261,3.75974572,3.641170937,32,All
738,5.903142399,5.077573001,4.864509342,5.58325699,5.789355555,5.758116606,4.795105661,5.106340676,6.19925483,4.553928613,3.095444046,3.072000461,2.685782412,27,All
739,5.433495403,6.634607993,6.405132032,6.68525181,7.01907725,7.153325512,4.673907592,5.033615732,6.445266061,4.716890219,5.044896749,5.123295569,5.110105082,33,All
740,5.329462222,5.645328041,6.188395066,5.226039564,5.991314917,6.006672805,4.453051522,4.713394405,6.043361425,4.172315263,3.257320331,3.5188895,3.315201796,24,All
741,5.721761228,5.483773575,4.168751653,4.011771608,5.32273027,4.779790589,4.261610298,4.610440395,5.634782174,4.158533718,2.4292841,2.431488184,1.998205909,24,All
742,6.114411577,4.851102768,6.278952408,5.710271096,6.225391637,6.637991821,4.377232175,5.387703422,5.974812346,5.264928811,4.022430876,3.472850732,3.753471194,26,All
743,6.596182003,4.789965939,5.907875747,5.560709294,6.139712343,5.736357816,5.357867178,4.883475064,5.912138998,6.164750696,2.340999016,2.360650305,1.836524185,25,All
744,6.258487297,4.729361093,5.524018206,5.840917156,6.516117478,6.254178997,5.185051418,4.832209056,6.401381208,5.380489586,3.048981184,3.473045988,2.638850315,31,All
745,4.479653567,5.145269646,6.076018138,5.445014553,6.418495055,5.986343064,3.288737222,4.735460183,5.774581898,3.453065683,4.948284598,4.465619167,3.799211853,25,All
746,5.688173761,5.127552745,5.771172903,5.547098885,5.865383812,5.613730411,4.927371792,5.16132094,5.946528629,5.16128062,2.424844597,2.962874547,2.133881954,25,All
747,5.025748257,5.914843161,3.477867634,3.635643877,4.304923317,4.032483788,4.097234076,4.506824034,5.56721162,3.203884679,2.925346562,3.300314737,2.219787189,25,All
748,3.978701456,5.410026706,4.675340271,4.25181763,5.533718795,5.589608748,3.381336696,4.741574589,5.504947942,2.945732653,4.039831234,3.521475009,3.486116564,26,All
749,3.690620513,5.249795346,4.926010376,4.486624336,5.538481841,5.642379904,3.113450584,4.27712452,5.25362146,3.306871425,4.167247302,4.25845448,4.093032258,29,All
750,7.045597436,4.463824133,5.068955785,5.244054682,5.356447271,5.324377339,5.30268871,4.333306698,5.26342131,5.556386462,1.524916298,1.533776191,1.336260046,31,All
751,4.756356435,5.572125242,5.833356981,5.471097448,6.143821698,6.101352122,4.23375784,4.611337649,5.497039552,4.424485578,4.608362177,4.347185209,4.407860822,26,All
752,6.659725154,6.008352958,6.119306169,6.820057588,7.51830812,7.560103405,5.660375799,5.457717277,6.576723233,6.073674538,3.430681742,3.019272793,3.912099407,29,All
753,6.236010743,5.240226809,5.441524118,5.798101814,5.885816362,5.216567747,4.962407298,4.32186236,5.47598466,5.302589733,3.104792744,3.122390625,2.607209947,24,All
754,6.44766453,5.373528321,5.591452868,5.61880182,6.807595387,6.504202458,5.734242085,4.937071175,6.265329571,5.884046416,2.026967982,2.23555049,2.031780434,27,All
755,1.911703643,6.297616367,7.313630511,6.257324888,7.05997623,7.13671479,2.72239042,4.948469317,6.135253526,1.959825669,7.381293763,6.774357971,6.878245721,26,All
756,6.210282466,5.874212464,6.869258434,6.858789343,7.448502632,7.226558616,5.093773274,4.902284351,6.297486492,5.546324617,4.613649611,3.652866907,4.89359356,27,All
757,7.16303626,6.072478185,6.792821214,6.988365969,7.233436704,7.138988196,6.422158919,5.322059737,6.78489148,6.784387585,2.474816862,2.363233798,2.728312877,25,All
758,4.848004309,5.777991138,6.768691636,6.501296275,6.602962214,6.700231008,3.908654671,4.497950376,5.923123252,4.391833681,5.056796196,4.14800179,4.922582074,27,All
759,5.131318253,5.238154307,5.589142897,5.357373329,5.736672299,5.920283998,4.284986478,5.069746592,5.669383775,4.039603491,4.170268814,3.602379999,3.921589923,25,All
760,6.677367322,4.487508987,5.069668796,4.9066213,5.534362283,4.973032252,4.62684849,4.609620884,5.713961284,5.068750505,2.372415359,1.894217392,1.657464006,25,All
761,5.847991022,5.305709354,5.374051597,4.82691428,6.041524444,5.820639592,5.138760828,5.086273781,6.147047783,5.19925326,2.831696325,2.247791588,2.088435517,29,All
762,7.10938536,5.270686165,6.644667693,6.120415796,6.371295969,6.097066608,5.843504289,5.088700852,5.954255009,6.574874567,2.478295019,2.037294412,1.756626357,27,All
763,5.901237875,4.757350564,4.144630828,4.241806484,4.358670347,3.865302741,3.888686772,4.316451111,4.981524022,4.392278789,2.674890953,2.761728788,1.992033474,30,All
764,3.812120564,5.320356362,5.917111574,6.131449034,6.84085944,6.928578008,3.941769766,4.737474958,5.759267166,3.761631041,4.881708687,3.619891653,4.785063401,24,All
765,2.062588849,5.676088672,6.409671757,6.411626587,6.997251977,7.032262111,3.034339028,4.699857299,5.749538379,2.937329761,6.113261282,5.711452267,5.547992806,27,All
766,3.707521062,5.280301311,6.074016378,5.68969129,6.591215922,6.471742517,3.744956448,4.796465876,5.485447754,3.324904625,5.53257322,4.477016595,4.488860868,25,All
767,2.403956153,6.069986276,6.505092206,5.902458256,6.944077148,6.742861982,2.490522973,4.627413842,5.830857276,2.097801673,6.253663466,5.627702935,5.823882701,29,All
768,5.734520796,4.554743409,5.772166476,5.695661559,5.506608059,5.29119883,4.369738017,4.253232276,5.56244124,5.050236871,3.340574018,2.932412092,2.050054043,35,All
769,3.336095978,5.2858473,7.287245118,6.318744751,7.051496692,6.949363253,3.386364873,4.515878695,5.695194822,3.173887527,5.486053915,4.327702951,5.161241116,33,All
770,6.118813463,5.310327695,6.991325936,6.676571995,6.717238552,6.537384045,5.486085119,5.05757042,6.299499032,5.133369248,4.367526029,3.287701027,3.437377394,27,All
771,6.266275896,5.711622721,6.688172482,6.037418254,6.28180204,6.160241856,4.842836887,5.266507395,5.845157224,5.646179604,3.048219863,3.05478554,2.400530635,27,All
772,3.910612047,4.893928562,5.227404615,4.802974735,5.731278668,5.606321569,3.122884689,4.376963435,5.279110841,3.132562612,4.910304314,3.683687917,3.900237523,28,All
773,2.909081874,6.063059425,7.300693157,6.578079515,7.541090672,7.224980607,3.189614954,4.542784068,5.864143454,2.524589481,6.959040486,4.721208794,6.126850857,25,All
774,2.836249495,6.000545608,7.007046397,5.965361714,7.066002499,6.971916733,3.841307775,5.059503898,6.162676602,2.539188477,6.161723832,6.002276988,6.279949895,25,All
775,2.806260609,6.40177116,7.530942183,7.217501324,7.729632409,7.839272888,3.650077437,5.09240433,6.572197482,3.806900064,7.57606843,5.892935122,6.563974625,26,All
776,2.538467495,6.116414107,7.001591522,6.271631534,7.151868102,6.992993936,2.842890928,5.282117537,6.237709818,2.738222371,7.095585763,6.402649723,6.686737345,26,All
