PictureID,Valence,Arousal,Moved,Connect,Reflect,Aware,Inspired,Awe,Interest,Hope,Sad,Fear,Anger,n,Group
168,4.451443955,6.050323058,4.106117995,4.074918561,4.502589531,4.795289038,3.582859685,4.647644253,5.150016937,3.017880247,3.665145811,4.252998527,2.838729784,24,All
171,7.181788548,4.790470155,4.788118503,4.336169116,5.034341422,4.901028661,4.101712992,4.229849849,5.18285727,4.943406693,1.484974769,1.374289164,1.231396725,16,All
172,5.570973987,5.505823622,4.807958284,4.790372022,5.965727381,5.396992697,3.925875219,4.530037397,5.484229285,3.418519902,3.541531532,3.05561134,2.999346321,23,All
174,4.439596977,5.343281251,5.150750104,4.696798231,5.661123742,5.451295231,3.71862557,4.497255381,4.932873069,3.63024658,4.534114269,4.985472169,3.802383773,18,All
175,4.443257231,5.647262955,4.118918233,4.308188439,5.144646588,4.609480302,3.446609184,4.300409453,4.984465248,3.01895775,4.140185391,2.818619336,2.798445732,20,All
176,6.207854833,5.870796814,5.489141465,4.458007644,5.300584358,4.578550987,5.566344701,4.621103443,5.541867328,5.06034894,3.613718357,2.708903347,2.362433503,17,All
177,6.992342355,4.248275413,5.07252215,5.49218225,5.69785805,5.448696928,5.459901419,4.135113761,5.545053133,5.228096106,2.028894087,2.105839073,1.944272968,22,All
178,7.592846565,5.116526414,6.070260264,6.869466904,6.823384817,6.722276016,6.756762181,5.044901947,6.685015273,7.123501666,1.757938126,1.913677275,1.92900856,18,All
181,2.253392541,6.144533681,5.381577482,5.650580333,6.212059163,6.355667924,2.898694269,4.301530711,5.030838705,2.377411708,5.557842136,4.799481872,6.278456604,17,All
184,5.051832161,4.396455069,4.922673075,5.915442065,6.383039452,6.248751769,4.276456347,4.307523043,5.645448357,4.143877732,3.540301407,3.084398916,3.148332175,17,All
187,6.672347658,4.289104074,5.520823124,5.433056017,5.325905019,5.18874953,4.811415033,4.755756861,5.672286255,5.562080608,2.051009406,1.641593797,1.542198434,19,All
188,5.010479383,6.093564373,7.363944203,6.891087439,7.211965629,7.22434034,5.134357545,5.192867058,6.612439752,5.790152124,6.15967629,5.993064186,4.931919073,21,All
192,5.078072737,4.56744673,3.849600537,3.819113673,4.782582345,4.71975202,4.024999264,4.220790656,5.006702903,3.510306976,2.742646174,2.904490791,2.167368581,15,All
194,6.763454195,4.98574777,4.316545913,4.985409556,5.667545047,5.003582346,4.894244643,4.306398554,5.946464861,4.779076321,1.980431329,1.998006235,1.70159695,19,All
197,7.253904324,5.602080838,5.178434543,5.382358977,5.795161708,6.461562985,5.229517839,4.06347737,5.405169218,6.251278645,2.800294955,3.04716919,2.116651154,21,All
199,6.420076039,5.62799561,5.077223392,5.23229855,5.603620125,5.747715457,5.178545566,3.705789934,5.919004874,5.651518347,2.004242028,2.489050065,2.018382202,21,All
200,4.963814274,4.846074642,5.841126696,5.574414757,6.626231903,6.561152963,4.571164909,3.723491866,5.634781091,4.922303751,4.348743327,4.160642378,3.933877181,19,All
201,4.636200173,5.805906192,4.312903715,3.715349761,5.397265262,4.95757937,3.814929779,5.329180408,5.601686644,3.566942691,4.534190075,5.618640024,3.843220629,18,All
202,6.545834637,5.052337995,5.007624495,4.711967649,5.1282072,4.853929679,4.62591367,3.542167479,5.28365601,4.342874676,2.871446181,1.809621855,1.892688374,16,All
203,7.372784935,5.32759895,4.230010791,5.428532811,5.638046402,5.175331883,5.417326478,4.041208718,5.252254358,5.003289082,2.608758917,1.95823626,2.113389239,15,All
204,4.185192123,6.136808296,6.059397499,5.358963057,6.452543503,6.32382832,3.50313869,4.095261094,5.731241821,3.744274791,4.316621077,4.122428179,4.333493145,19,All
207,7.214608605,5.170615557,5.343897486,5.866397629,6.641147727,6.379766799,5.232901505,4.616794524,5.59463674,5.660096065,1.938423314,2.252151159,1.878186167,17,All
209,3.960683326,5.658277179,4.878769579,5.720852186,6.624445685,6.743288764,3.336280037,4.539675661,6.160571132,3.512245028,5.136301899,5.594653527,3.908818667,17,All
210,6.431221537,4.969453581,6.011147314,6.433408667,6.610956177,6.510510668,5.665499861,4.746998448,6.020335069,5.972940901,2.765482109,2.822070395,1.970177883,19,All
212,3.551037021,6.046084802,3.72099634,3.851849459,4.4308945,3.932507082,2.3841434,3.731278593,4.403612618,2.043661341,4.212776972,4.865908129,3.875132638,17,All
214,3.507161501,5.635683613,5.655655822,5.880060652,7.390614201,7.459870244,2.971484416,4.86574932,5.734631207,2.391721575,4.814589892,4.370409106,5.850183934,20,All
219,4.725091627,4.353042078,5.440883087,5.216574775,6.156575888,5.806665263,3.540430027,4.040954006,5.122999276,3.169047233,4.341846118,3.104516366,1.928577449,19,All
220,6.641880558,4.531306024,5.483448835,6.032029707,6.935488601,6.530770801,5.894787519,5.587261119,6.902432484,5.857518061,3.195853024,2.617702512,1.907792445,17,All
224,6.70808317,5.195344098,4.52792304,5.574916793,5.538218558,5.342454618,4.913519225,3.892741863,5.36187389,5.362670131,2.222939369,2.319649852,2.019272674,17,All
232,6.911717002,4.689051058,4.775509053,5.520428161,5.851777426,5.261293522,5.357383827,4.28029391,5.676264354,5.413711975,1.982374463,2.088728197,1.860469255,28,All
233,3.357834517,5.225860353,7.197578879,6.228324276,7.042128566,7.127619018,3.329243241,4.282023949,5.6289806,3.090910126,6.490286807,5.138456552,5.741884049,21,All
234,5.710519441,4.751145618,5.591106623,5.730551743,6.278284306,5.583388238,4.929115025,4.698064929,5.727823794,4.795181899,3.505773384,2.81013831,1.980502941,15,All
235,6.873809823,5.509541552,4.553238077,5.395383564,5.834082768,5.331625714,4.606526507,3.683281835,5.475547915,6.063072431,2.263808588,1.925106529,1.701980119,18,All
242,6.942055081,4.424084509,5.171079782,5.254667754,5.275214767,5.331163059,5.08432088,4.128783409,5.229558502,5.023969723,1.944764239,1.582999449,1.542357532,22,All
243,7.458432289,6.334907399,4.672740123,5.392842612,6.492678084,6.516605355,5.926301205,4.679844134,6.053356925,5.53552822,2.563313622,2.140169166,1.826099838,18,All
245,7.27339733,4.917597701,5.732344675,5.395918086,5.997006588,5.198777525,5.597191986,5.013753635,5.680536999,6.221343148,2.383578545,2.158205189,1.856148539,15,All
248,6.119473368,4.749276505,4.216473419,4.202622431,4.690283594,4.712529032,4.101364006,4.42148729,5.141414635,4.163566064,3.033981527,2.58317999,2.175723059,22,All
249,7.152709688,4.252882071,6.625945428,6.767311731,7.20009199,7.236419582,6.710430885,4.626391722,6.709663017,6.843470308,1.851691679,1.430657311,1.423532067,18,All
250,6.555176574,5.014898689,5.180397433,5.597712502,5.430923719,4.99310309,4.816533425,4.125114743,5.887244896,5.38314954,2.546677176,2.51965291,1.932689807,20,All
251,7.443849593,4.944189772,6.356734486,6.32501738,6.407226919,6.1245856,5.803150664,4.754403053,5.981667693,6.793387772,2.397563622,1.931500737,1.803325375,22,All
256,7.533028703,3.979009114,5.659681702,5.389170311,5.813517048,4.705549279,5.275773771,4.501372844,4.911414665,5.873586747,1.662815733,2.251086397,1.486497148,16,All
257,4.964058699,4.686012551,6.248673435,5.907310849,6.515523188,6.024844224,3.915129662,3.98502411,5.592543162,4.205672724,5.152658328,3.318677339,3.478856105,23,All
260,7.631404701,5.038923693,5.72425235,6.268323258,6.375217915,5.860884484,5.39255,4.637891743,6.022424999,6.101081303,2.57727703,1.959119219,1.782386521,22,All
263,2.472420781,6.095473723,6.58995669,5.264195061,7.130613359,6.5613815,2.447125785,4.570832642,5.645405147,1.966014456,6.455986145,5.510357421,5.625019914,19,All
264,6.309151389,4.911161987,4.480757933,4.782856373,4.976572453,4.799931839,4.577447697,4.581662148,4.990895894,4.772968742,3.145515278,2.234131365,2.104582034,19,All
265,4.150758781,5.500846757,3.994235461,3.611210637,4.413451838,4.252083156,3.217114476,4.324979687,5.057317868,2.436056519,3.553561589,3.304975313,3.108419517,20,All
273,2.44087998,5.406135828,6.633699808,6.031788135,6.953071781,6.863156621,3.775700049,4.258492914,5.362794821,2.929193476,6.002864119,5.034371994,5.310866489,26,All
274,7.435805271,4.447869072,6.593195498,6.675290825,6.740039105,6.439934136,6.148217022,4.836363547,6.071155251,6.755652104,1.959652223,2.242933793,2.297298935,19,All
277,5.947275253,5.526702485,5.303526768,5.787628178,6.58823827,6.851258579,5.419525965,4.921490937,6.012026707,4.875310745,3.46392163,3.703064479,2.833737253,17,All
278,5.550397774,5.231992664,5.313951926,5.929551312,6.843361862,6.990858946,4.213665619,5.213978606,6.248361477,4.677682728,3.784256288,3.722479943,2.96193841,22,All
289,5.774799737,4.694003966,5.44375917,5.241398866,5.251514566,5.21695187,4.250488043,3.797060383,5.487495265,4.942797713,2.85122109,3.096018182,2.281619665,24,All
290,4.038199556,5.041419347,3.133350135,3.094230207,3.477780037,3.632308296,2.79691957,4.669082455,4.738435192,2.195919159,2.73918691,4.182213232,2.661095622,21,All
291,5.536693706,4.703251497,4.709982379,4.330319418,5.049931975,5.08253182,3.918133311,4.166666974,5.023547776,4.169342354,3.154288131,3.025177727,2.364611804,18,All
292,5.852284469,3.946917695,5.246471801,5.533676064,5.814160017,5.70989505,3.272634055,3.608127402,5.117185997,3.636029744,3.3171484,2.716303857,3.026897564,18,All
299,4.071409723,4.769476109,4.971088539,5.023407846,5.846628486,5.705562526,3.684416534,3.945916963,5.331585809,2.76560714,5.212029152,4.976350758,4.373257497,21,All
300,4.732516325,5.2586612,4.148094326,4.644570347,5.898437471,5.486933986,3.437415488,4.224081996,6.111274752,3.05537354,3.601936673,4.29936796,3.304593478,27,All
301,6.234784983,5.318150909,4.839946261,5.048369098,5.30316876,5.111062282,5.530115528,4.46603651,5.536448046,5.45178211,2.920060836,2.396596359,2.318424909,24,All
303,4.56418746,5.265420536,5.806621109,5.253859726,6.145506645,5.830303688,3.746496915,4.632450236,5.370689734,3.682374678,5.312414635,3.517448619,4.012408034,23,All
305,6.692785897,5.129433419,4.976164216,5.129987594,5.349886231,5.026665685,5.23643724,4.263367898,5.634037663,5.225213138,2.445269765,2.237171647,1.542659535,19,All
306,6.687114196,5.279158808,4.574672375,5.587220375,5.920880196,5.401256813,5.333290922,5.191268191,5.946027484,5.431564063,2.088134393,2.558549195,1.997564698,18,All
308,6.318469523,3.587689869,5.161743694,4.746287055,4.915730881,4.438472151,4.613232351,4.044711017,4.825867838,4.587065987,2.683825836,2.466316213,2.066117567,20,All
309,6.586269105,4.698643635,6.173161938,5.747054328,6.127918091,5.991753143,5.365207863,4.568617908,5.661127239,5.58527508,2.69940994,2.745037336,1.980908074,20,All
310,7.143425887,5.180592569,6.161554419,5.983119596,6.301700127,6.279259569,5.915511495,4.740524649,6.17406688,6.634671642,2.845657734,2.326381708,2.470171419,32,All
312,6.232029887,4.696299786,3.925135516,4.304118058,4.766219955,4.476110473,4.568287983,4.616718295,5.450199097,4.717712898,2.433221919,2.294183388,1.871492647,28,All
313,5.544230777,5.903558254,6.639595656,5.278600834,6.441507409,5.875216436,4.801971781,4.724980165,6.115548156,5.460931714,4.67609565,3.654179838,2.635201929,20,All
314,6.351310102,5.506645509,4.661081109,4.719509911,4.771301109,4.520710085,4.443947839,3.995550765,5.11591173,4.489879439,1.886167755,1.625612583,1.69073302,17,All
315,6.469122479,4.332837284,4.362775462,4.830882143,5.605640941,5.599494655,5.073129361,3.991191721,5.327699762,5.208707345,2.509140849,2.430729845,1.734912901,19,All
316,4.691710474,5.088382054,5.284254025,4.789508886,6.114874251,5.813223477,3.672463481,4.307155684,5.571995257,2.893447844,4.989000291,4.446280765,3.546222784,16,All
321,6.804845813,4.790241608,5.770728613,6.457484826,6.888523362,6.638194687,6.538073878,4.388360352,6.412194717,6.868198488,2.666606542,1.868655561,1.909098757,18,All
322,4.53605773,5.194383904,5.532114621,4.806767206,5.952132769,6.20592032,3.504381485,4.410217128,5.775884172,2.786092598,4.950404276,4.139346508,4.521320796,17,All
323,4.620545222,4.952313889,3.729123867,3.684429113,5.329571161,4.759713961,3.070293198,3.48847498,4.866961135,2.419449732,4.107259953,3.810939478,3.050325922,27,All
324,6.952103623,4.756631483,5.310009969,5.799326688,6.029842272,5.870835832,5.438850277,5.067469641,5.905821668,5.764987142,2.669403967,3.287234014,2.544621365,19,All
325,6.645365009,4.918075942,4.661638875,5.289759804,5.72230608,5.400142376,4.449637181,4.525998612,5.773754365,5.133527139,2.145855958,1.772482911,1.840047152,17,All
326,4.590606435,4.45129073,4.067252918,4.18633257,5.206823183,4.689436391,2.79149981,4.146786527,5.341413483,2.796458023,3.682414445,2.564292959,2.051395159,20,All
330,5.507741447,5.085833231,3.851325109,4.003209779,5.355453055,4.116963174,4.061737074,4.078684535,5.518799291,3.220475539,2.845988373,3.194077617,2.081366338,18,All
332,4.578215393,5.866408757,5.87692922,6.011590432,6.778255231,6.556775106,4.138414017,5.279244495,6.697587202,3.933067495,4.978616933,4.957164883,5.412781527,21,All
333,6.639186493,5.191705774,5.537777971,5.229403276,5.704158956,5.378313795,4.940244628,4.829989509,5.337093888,6.121692184,2.100201296,2.179687701,1.90650361,23,All
334,6.367572537,5.618272173,5.698024406,5.658635641,6.519116246,6.484429761,5.80541624,4.734278715,5.936035595,6.220393031,2.372423118,2.328949657,1.515026911,18,All
335,8.14042757,5.017886511,6.616130121,6.37514431,6.649164874,6.552636621,6.463115199,5.518427367,6.427626429,6.922256393,2.293492075,2.065763031,1.570996638,28,All
338,7.115197843,5.334440806,5.364768658,6.209016599,6.6174338,6.635296608,5.825149288,4.520187287,6.081499451,6.29671605,2.269810443,1.800218455,1.594914519,23,All
343,5.832143053,5.126230471,4.786331213,4.34907349,4.360190775,3.939764134,3.951970042,4.303753543,4.858557085,3.81132588,2.639339225,2.835552968,2.056690121,27,All
344,7.118060145,4.301540542,4.338579861,5.102462558,5.847707374,5.34268942,5.096196105,4.134380326,5.778996129,4.738015422,1.286838858,1.548613925,1.190382568,21,All
345,4.560013565,4.723563659,4.434082086,4.104132696,5.151366752,4.999228374,3.91404502,4.552860808,5.005325415,3.485558751,3.511861652,3.378812147,3.031547441,16,All
347,5.64673103,5.710949293,4.407560894,4.557757673,5.600168253,5.100917916,4.178642165,4.298804816,5.132975653,3.515249854,3.257444686,3.229261534,2.903850221,18,All
349,6.478305749,5.08013275,5.32424783,5.523570345,5.874723536,5.81067627,4.8487345,4.246119405,5.376809796,5.62316037,2.324894847,2.210011515,1.58139492,19,All
351,4.015349225,5.77755488,4.617845906,4.818289375,5.710451,5.48656802,3.536326884,4.098854402,4.955995552,2.961611194,4.823408407,4.786931312,4.511840177,19,All
352,7.24585389,4.337563822,6.127704908,5.753611283,5.506043995,5.202515268,6.221273777,4.30905261,5.538882003,6.817727558,2.123776455,2.035252099,1.870357479,22,All
366,3.441407617,6.189384775,6.173782283,5.078059871,5.997614275,6.005734299,3.834827265,4.784293975,5.312752037,3.281799943,5.56230173,5.426404151,5.076894406,18,All
368,5.044318974,5.120160532,4.279016179,3.82362196,4.437658768,4.087248941,4.115815905,3.802612973,4.421944566,4.824933021,2.216237455,2.070661409,1.723680055,18,All
371,5.5658023,5.856705865,4.945060233,5.769726759,6.946992747,6.801442868,5.011397099,4.643556976,6.142368795,4.122571406,4.940096245,4.750809115,3.538095419,15,All
372,4.460098496,5.640651037,2.843226539,4.124530505,5.255815354,5.289200321,3.618677224,3.840915384,5.467307195,2.635792857,4.272396148,4.06375117,4.248237132,20,All
373,5.868462376,4.048107871,4.232437087,4.940964269,4.947030805,4.702254641,4.621681795,4.333582244,5.49599424,5.149299242,2.666643788,2.76941581,2.506535712,20,All
374,3.215964009,5.788804095,4.264810525,4.85719178,5.385018835,5.152228069,2.077296325,4.278967039,5.340162039,1.954597499,5.760572026,5.285008774,4.69831282,19,All
375,7.05258687,5.121777547,5.626453178,5.671125016,5.631091363,6.127520583,5.002188076,4.13525163,5.397124538,6.047240796,2.36815703,1.860773707,1.9403749,17,All
376,6.741357751,5.603478097,4.429435914,4.139459767,4.430416839,4.217985623,4.427182008,4.766180245,5.364552977,4.720002677,1.867990598,2.119168576,1.584040051,18,All
377,6.635796223,5.346681932,4.667938171,5.025872255,5.284217342,4.556971968,4.988830742,4.388877911,5.004835027,6.231490737,1.727260798,2.023911189,1.582674629,18,All
378,7.234238467,4.536466387,6.493127659,6.231690811,6.879639448,6.656444809,6.1596485,4.829442632,6.340813237,6.576950164,2.456241391,2.265187549,1.596853534,26,All
379,5.913125251,4.427213631,5.592904981,5.589876115,6.459284619,5.766398677,5.25867784,5.517795822,6.407804513,5.070565562,3.292877458,2.931647259,2.878603063,26,All
380,5.581450822,5.327806748,4.322792694,4.92029251,5.925412185,5.37961855,4.182954604,3.973563171,5.628805804,4.201700098,2.580917151,2.477423851,2.390695256,19,All
381,6.702353746,5.221289532,5.032349671,4.35188833,5.570122829,5.016903829,4.72924708,4.679135144,5.737903421,5.446049491,2.355975115,2.000481778,1.516730066,21,All
385,6.22005932,5.687373967,4.210753661,4.816101589,5.522056937,5.288595834,5.192405166,4.659214439,6.068564423,5.636047487,1.671836727,1.70544431,1.72089203,19,All
